Dates,Hour,priceahead
2015-04-24,22,76.68
2015-04-24,23,67.24
2015-04-25,0,63.87
2015-04-25,1,56.32
2015-04-25,2,56.32
2015-04-25,3,63.93
2015-04-25,4,55.0
2015-04-25,5,52.68
2015-04-25,6,44.6
2015-04-25,7,42.51
2015-04-25,8,43.79
2015-04-25,9,41.8
2015-04-25,10,41.75
2015-04-25,11,35.0
2015-04-25,12,32.79
2015-04-25,13,39.44
2015-04-25,14,42.51
2015-04-25,15,42.69
2015-04-25,16,45.0
2015-04-25,17,53.0
2015-04-25,18,61.95
2015-04-25,19,60.99
2015-04-25,20,56.48
2015-04-25,21,54.72
2015-04-25,22,55.27
2015-04-25,23,51.37
2015-04-26,0,49.43
2015-04-26,1,44.02
2015-04-26,2,47.99
2015-04-26,3,56.49
2015-04-26,4,54.92
2015-04-26,5,51.5
2015-04-26,6,53.99
2015-04-26,7,49.49
2015-04-26,8,43.85
2015-04-26,9,43.85
2015-04-26,10,41.8
2015-04-26,11,35.0
2015-04-26,12,33.21
2015-04-26,13,38.96
2015-04-26,14,42.31
2015-04-26,15,42.51
2015-04-26,16,46.79
2015-04-26,17,52.92
2015-04-26,18,61.95
2015-04-26,19,60.01
2015-04-26,20,51.23
2015-04-26,21,47.24
2015-04-26,22,45.53
2015-04-26,23,43.05
2015-04-27,0,41.44
2015-04-27,1,40.94
2015-04-27,2,41.75
2015-04-27,3,43.05
2015-04-27,4,51.5
2015-04-27,5,55.31
2015-04-27,6,65.0
2015-04-27,7,74.0
2015-04-27,8,84.57
2015-04-27,9,85.0
2015-04-27,10,56.76
2015-04-27,11,54.28
2015-04-27,12,67.13
2015-04-27,13,74.37
2015-04-27,14,64.36
2015-04-27,15,55.27
2015-04-27,16,55.24
2015-04-27,17,54.65
2015-04-27,18,60.99
2015-04-27,19,55.38
2015-04-27,20,47.84
2015-04-27,21,42.56
2015-04-27,22,40.63
2015-04-27,23,31.69
2015-04-28,0,27.87
2015-04-28,1,25.14
2015-04-28,2,25.5
2015-04-28,3,31.73
2015-04-28,4,41.0
2015-04-28,5,49.05
2015-04-28,6,57.79
2015-04-28,7,57.61
2015-04-28,8,57.85
2015-04-28,9,56.75
2015-04-28,10,49.62
2015-04-28,11,48.02
2015-04-28,12,51.53
2015-04-28,13,52.03
2015-04-28,14,51.81
2015-04-28,15,51.45
2015-04-28,16,51.5
2015-04-28,17,52.27
2015-04-28,18,60.99
2015-04-28,19,51.85
2015-04-28,20,49.33
2015-04-28,21,44.29
2015-04-28,22,40.6
2015-04-28,23,36.02
2015-04-29,0,33.69
2015-04-29,1,30.0
2015-04-29,2,29.25
2015-04-29,3,40.63
2015-04-29,4,45.99
2015-04-29,5,54.0
2015-04-29,6,60.99
2015-04-29,7,60.99
2015-04-29,8,60.0
2015-04-29,9,60.0
2015-04-29,10,46.05
2015-04-29,11,44.35
2015-04-29,12,50.48
2015-04-29,13,56.19
2015-04-29,14,55.95
2015-04-29,15,55.0
2015-04-29,16,53.51
2015-04-29,17,47.46
2015-04-29,18,48.94
2015-04-29,19,46.46
2015-04-29,20,42.99
2015-04-29,21,41.55
2015-04-29,22,40.46
2015-04-29,23,39.0
2015-04-30,0,35.03
2015-04-30,1,30.0
2015-04-30,2,30.0
2015-04-30,3,38.63
2015-04-30,4,43.46
2015-04-30,5,47.35
2015-04-30,6,55.08
2015-04-30,7,55.52
2015-04-30,8,51.02
2015-04-30,9,49.58
2015-04-30,10,43.32
2015-04-30,11,44.03
2015-04-30,12,45.88
2015-04-30,13,45.14
2015-04-30,14,47.44
2015-04-30,15,47.94
2015-04-30,16,48.55
2015-04-30,17,51.02
2015-04-30,18,55.57
2015-04-30,19,55.29
2015-04-30,20,51.99
2015-04-30,21,51.0
2015-04-30,22,64.38
2015-04-30,23,50.0
2015-05-01,0,49.48
2015-05-01,1,44.57
2015-05-01,2,43.09
2015-05-01,3,42.51
2015-05-01,4,39.75
2015-05-01,5,38.0
2015-05-01,6,35.05
2015-05-01,7,34.0
2015-05-01,8,30.0
2015-05-01,9,26.85
2015-05-01,10,32.06
2015-05-01,11,21.4
2015-05-01,12,20.09
2015-05-01,13,19.12
2015-05-01,14,19.97
2015-05-01,15,30.0
2015-05-01,16,36.24
2015-05-01,17,43.74
2015-05-01,18,53.55
2015-05-01,19,50.77
2015-05-01,20,48.45
2015-05-01,21,41.0
2015-05-01,22,46.02
2015-05-01,23,42.98
2015-05-02,0,42.0
2015-05-02,1,39.0
2015-05-02,2,37.57
2015-05-02,3,41.02
2015-05-02,4,42.07
2015-05-02,5,51.01
2015-05-02,6,51.5
2015-05-02,7,48.87
2015-05-02,8,48.6
2015-05-02,9,41.6
2015-05-02,10,37.57
2015-05-02,11,27.63
2015-05-02,12,29.26
2015-05-02,13,38.77
2015-05-02,14,41.52
2015-05-02,15,43.07
2015-05-02,16,48.0
2015-05-02,17,53.26
2015-05-02,18,60.99
2015-05-02,19,60.99
2015-05-02,20,54.67
2015-05-02,21,51.5
2015-05-02,22,58.0
2015-05-02,23,54.0
2015-05-03,0,49.15
2015-05-03,1,48.56
2015-05-03,2,47.9
2015-05-03,3,48.45
2015-05-03,4,43.0
2015-05-03,5,42.0
2015-05-03,6,41.6
2015-05-03,7,41.84
2015-05-03,8,40.86
2015-05-03,9,40.51
2015-05-03,10,35.0
2015-05-03,11,21.0
2015-05-03,12,25.61
2015-05-03,13,26.08
2015-05-03,14,35.0
2015-05-03,15,41.84
2015-05-03,16,48.0
2015-05-03,17,52.61
2015-05-03,18,66.67
2015-05-03,19,66.0
2015-05-03,20,59.0
2015-05-03,21,54.24
2015-05-03,22,57.09
2015-05-03,23,49.86
2015-05-04,0,50.31
2015-05-04,1,48.76
2015-05-04,2,48.65
2015-05-04,3,49.65
2015-05-04,4,54.24
2015-05-04,5,62.99
2015-05-04,6,85.0
2015-05-04,7,76.41
2015-05-04,8,74.74
2015-05-04,9,71.28
2015-05-04,10,55.0
2015-05-04,11,55.72
2015-05-04,12,63.95
2015-05-04,13,65.16
2015-05-04,14,67.33
2015-05-04,15,66.64
2015-05-04,16,69.98
2015-05-04,17,72.1
2015-05-04,18,85.0
2015-05-04,19,76.0
2015-05-04,20,60.99
2015-05-04,21,60.0
2015-05-04,22,54.44
2015-05-04,23,47.5
2015-05-05,0,45.06
2015-05-05,1,41.38
2015-05-05,2,42.02
2015-05-05,3,43.6
2015-05-05,4,48.83
2015-05-05,5,56.98
2015-05-05,6,66.95
2015-05-05,7,65.0
2015-05-05,8,55.75
2015-05-05,9,55.0
2015-05-05,10,49.55
2015-05-05,11,54.43
2015-05-05,12,64.89
2015-05-05,13,68.05
2015-05-05,14,70.03
2015-05-05,15,62.1
2015-05-05,16,55.01
2015-05-05,17,58.69
2015-05-05,18,72.64
2015-05-05,19,65.99
2015-05-05,20,50.94
2015-05-05,21,49.0
2015-05-05,22,49.04
2015-05-05,23,42.51
2015-05-06,0,41.0
2015-05-06,1,38.5
2015-05-06,2,40.01
2015-05-06,3,43.38
2015-05-06,4,51.0
2015-05-06,5,60.99
2015-05-06,6,85.15
2015-05-06,7,92.35
2015-05-06,8,75.0
2015-05-06,9,76.41
2015-05-06,10,55.75
2015-05-06,11,56.06
2015-05-06,12,69.03
2015-05-06,13,81.51
2015-05-06,14,82.28
2015-05-06,15,63.96
2015-05-06,16,58.0
2015-05-06,17,62.89
2015-05-06,18,84.76
2015-05-06,19,65.99
2015-05-06,20,54.89
2015-05-06,21,50.0
2015-05-06,22,49.3
2015-05-06,23,45.56
2015-05-07,0,42.93
2015-05-07,1,41.12
2015-05-07,2,42.1
2015-05-07,3,45.06
2015-05-07,4,51.0
2015-05-07,5,54.35
2015-05-07,6,70.56
2015-05-07,7,70.0
2015-05-07,8,55.75
2015-05-07,9,49.91
2015-05-07,10,44.18
2015-05-07,11,43.84
2015-05-07,12,54.08
2015-05-07,13,62.12
2015-05-07,14,67.93
2015-05-07,15,59.99
2015-05-07,16,56.5
2015-05-07,17,59.75
2015-05-07,18,75.16
2015-05-07,19,63.8
2015-05-07,20,53.05
2015-05-07,21,48.86
2015-05-07,22,49.02
2015-05-07,23,45.56
2015-05-08,0,42.02
2015-05-08,1,40.0
2015-05-08,2,39.48
2015-05-08,3,43.08
2015-05-08,4,46.06
2015-05-08,5,53.44
2015-05-08,6,67.99
2015-05-08,7,62.99
2015-05-08,8,56.66
2015-05-08,9,50.72
2015-05-08,10,44.56
2015-05-08,11,44.73
2015-05-08,12,51.19
2015-05-08,13,59.51
2015-05-08,14,60.94
2015-05-08,15,59.4
2015-05-08,16,55.86
2015-05-08,17,58.25
2015-05-08,18,72.27
2015-05-08,19,57.0
2015-05-08,20,50.49
2015-05-08,21,47.01
2015-05-08,22,48.88
2015-05-08,23,43.12
2015-05-09,0,40.9
2015-05-09,1,36.0
2015-05-09,2,36.0
2015-05-09,3,38.01
2015-05-09,4,38.0
2015-05-09,5,43.48
2015-05-09,6,46.26
2015-05-09,7,44.27
2015-05-09,8,46.58
2015-05-09,9,44.27
2015-05-09,10,41.0
2015-05-09,11,38.61
2015-05-09,12,41.45
2015-05-09,13,34.25
2015-05-09,14,42.9
2015-05-09,15,42.0
2015-05-09,16,43.9
2015-05-09,17,50.14
2015-05-09,18,53.63
2015-05-09,19,52.53
2015-05-09,20,50.2
2015-05-09,21,43.48
2015-05-09,22,47.6
2015-05-09,23,43.48
2015-05-10,0,38.31
2015-05-10,1,35.08
2015-05-10,2,36.0
2015-05-10,3,41.7
2015-05-10,4,38.01
2015-05-10,5,36.0
2015-05-10,6,29.46
2015-05-10,7,22.33
2015-05-10,8,17.0
2015-05-10,9,17.0
2015-05-10,10,12.55
2015-05-10,11,10.09
2015-05-10,12,5.0
2015-05-10,13,5.01
2015-05-10,14,14.21
2015-05-10,15,24.12
2015-05-10,16,38.0
2015-05-10,17,46.79
2015-05-10,18,53.12
2015-05-10,19,59.75
2015-05-10,20,51.06
2015-05-10,21,47.0
2015-05-10,22,42.66
2015-05-10,23,40.0
2015-05-11,0,36.28
2015-05-11,1,33.89
2015-05-11,2,34.99
2015-05-11,3,37.33
2015-05-11,4,43.96
2015-05-11,5,48.44
2015-05-11,6,55.0
2015-05-11,7,49.58
2015-05-11,8,44.0
2015-05-11,9,47.0
2015-05-11,10,40.01
2015-05-11,11,42.01
2015-05-11,12,49.25
2015-05-11,13,50.88
2015-05-11,14,51.42
2015-05-11,15,50.48
2015-05-11,16,50.98
2015-05-11,17,53.06
2015-05-11,18,60.99
2015-05-11,19,55.86
2015-05-11,20,50.86
2015-05-11,21,47.0
2015-05-11,22,48.5
2015-05-11,23,45.0
2015-05-12,0,41.9
2015-05-12,1,39.48
2015-05-12,2,41.95
2015-05-12,3,42.5
2015-05-12,4,52.5
2015-05-12,5,54.97
2015-05-12,6,64.99
2015-05-12,7,60.99
2015-05-12,8,54.21
2015-05-12,9,51.27
2015-05-12,10,42.5
2015-05-12,11,46.58
2015-05-12,12,51.03
2015-05-12,13,56.83
2015-05-12,14,61.63
2015-05-12,15,59.64
2015-05-12,16,59.36
2015-05-12,17,60.99
2015-05-12,18,75.0
2015-05-12,19,73.74
2015-05-12,20,65.61
2015-05-12,21,54.28
2015-05-12,22,54.15
2015-05-12,23,49.99
2015-05-13,0,47.5
2015-05-13,1,47.0
2015-05-13,2,47.5
2015-05-13,3,47.75
2015-05-13,4,51.51
2015-05-13,5,56.3
2015-05-13,6,64.99
2015-05-13,7,60.0
2015-05-13,8,54.16
2015-05-13,9,51.28
2015-05-13,10,43.69
2015-05-13,11,45.0
2015-05-13,12,51.02
2015-05-13,13,56.53
2015-05-13,14,59.0
2015-05-13,15,57.51
2015-05-13,16,55.01
2015-05-13,17,60.99
2015-05-13,18,76.2
2015-05-13,19,72.0
2015-05-13,20,61.47
2015-05-13,21,52.01
2015-05-13,22,43.76
2015-05-13,23,40.0
2015-05-14,0,35.01
2015-05-14,1,35.01
2015-05-14,2,35.58
2015-05-14,3,37.97
2015-05-14,4,42.5
2015-05-14,5,51.02
2015-05-14,6,60.99
2015-05-14,7,56.0
2015-05-14,8,54.11
2015-05-14,9,51.21
2015-05-14,10,47.0
2015-05-14,11,49.9
2015-05-14,12,52.25
2015-05-14,13,56.52
2015-05-14,14,57.91
2015-05-14,15,56.94
2015-05-14,16,54.44
2015-05-14,17,56.95
2015-05-14,18,67.16
2015-05-14,19,68.02
2015-05-14,20,50.0
2015-05-14,21,44.98
2015-05-14,22,43.03
2015-05-14,23,40.0
2015-05-15,0,32.68
2015-05-15,1,34.66
2015-05-15,2,34.59
2015-05-15,3,36.92
2015-05-15,4,46.04
2015-05-15,5,53.94
2015-05-15,6,66.33
2015-05-15,7,61.52
2015-05-15,8,59.36
2015-05-15,9,58.5
2015-05-15,10,51.59
2015-05-15,11,51.57
2015-05-15,12,60.99
2015-05-15,13,66.0
2015-05-15,14,62.8
2015-05-15,15,57.95
2015-05-15,16,55.58
2015-05-15,17,60.45
2015-05-15,18,63.0
2015-05-15,19,57.97
2015-05-15,20,49.43
2015-05-15,21,44.1
2015-05-15,22,42.4
2015-05-15,23,41.29
2015-05-16,0,38.0
2015-05-16,1,38.0
2015-05-16,2,38.0
2015-05-16,3,35.77
2015-05-16,4,35.5
2015-05-16,5,47.49
2015-05-16,6,51.59
2015-05-16,7,59.99
2015-05-16,8,89.74
2015-05-16,9,62.87
2015-05-16,10,50.02
2015-05-16,11,49.09
2015-05-16,12,48.64
2015-05-16,13,51.43
2015-05-16,14,53.74
2015-05-16,15,53.83
2015-05-16,16,53.83
2015-05-16,17,53.98
2015-05-16,18,51.91
2015-05-16,19,49.96
2015-05-16,20,49.12
2015-05-16,21,48.45
2015-05-16,22,44.85
2015-05-16,23,44.0
2015-05-17,0,40.0
2015-05-17,1,38.01
2015-05-17,2,39.0
2015-05-17,3,39.25
2015-05-17,4,39.0
2015-05-17,5,41.29
2015-05-17,6,38.16
2015-05-17,7,38.16
2015-05-17,8,34.41
2015-05-17,9,23.21
2015-05-17,10,18.59
2015-05-17,11,14.39
2015-05-17,12,10.0
2015-05-17,13,12.8
2015-05-17,14,25.27
2015-05-17,15,35.16
2015-05-17,16,44.44
2015-05-17,17,53.0
2015-05-17,18,65.07
2015-05-17,19,65.11
2015-05-17,20,55.69
2015-05-17,21,48.0
2015-05-17,22,42.41
2015-05-17,23,40.01
2015-05-18,0,40.0
2015-05-18,1,39.03
2015-05-18,2,40.0
2015-05-18,3,40.0
2015-05-18,4,42.44
2015-05-18,5,50.45
2015-05-18,6,55.5
2015-05-18,7,54.63
2015-05-18,8,49.72
2015-05-18,9,47.89
2015-05-18,10,40.79
2015-05-18,11,41.94
2015-05-18,12,48.3
2015-05-18,13,51.0
2015-05-18,14,54.85
2015-05-18,15,56.0
2015-05-18,16,56.69
2015-05-18,17,62.89
2015-05-18,18,71.19
2015-05-18,19,70.29
2015-05-18,20,56.19
2015-05-18,21,50.07
2015-05-18,22,44.71
2015-05-18,23,42.41
2015-05-19,0,41.18
2015-05-19,1,40.53
2015-05-19,2,40.91
2015-05-19,3,41.61
2015-05-19,4,46.85
2015-05-19,5,52.0
2015-05-19,6,59.75
2015-05-19,7,54.61
2015-05-19,8,49.98
2015-05-19,9,48.0
2015-05-19,10,41.86
2015-05-19,11,41.1
2015-05-19,12,48.01
2015-05-19,13,50.75
2015-05-19,14,51.58
2015-05-19,15,56.02
2015-05-19,16,56.33
2015-05-19,17,58.25
2015-05-19,18,67.32
2015-05-19,19,63.28
2015-05-19,20,52.46
2015-05-19,21,45.96
2015-05-19,22,42.5
2015-05-19,23,37.41
2015-05-20,0,31.26
2015-05-20,1,34.0
2015-05-20,2,34.0
2015-05-20,3,35.01
2015-05-20,4,41.37
2015-05-20,5,50.23
2015-05-20,6,56.11
2015-05-20,7,55.19
2015-05-20,8,60.73
2015-05-20,9,58.59
2015-05-20,10,49.5
2015-05-20,11,50.04
2015-05-20,12,57.04
2015-05-20,13,58.54
2015-05-20,14,60.99
2015-05-20,15,56.0
2015-05-20,16,52.61
2015-05-20,17,54.0
2015-05-20,18,57.9
2015-05-20,19,54.59
2015-05-20,20,48.83
2015-05-20,21,44.41
2015-05-20,22,43.84
2015-05-20,23,41.94
2015-05-21,0,35.0
2015-05-21,1,35.99
2015-05-21,2,35.03
2015-05-21,3,38.9
2015-05-21,4,43.84
2015-05-21,5,50.19
2015-05-21,6,56.41
2015-05-21,7,55.05
2015-05-21,8,52.5
2015-05-21,9,56.0
2015-05-21,10,49.3
2015-05-21,11,49.32
2015-05-21,12,54.51
2015-05-21,13,56.0
2015-05-21,14,60.99
2015-05-21,15,52.57
2015-05-21,16,53.1
2015-05-21,17,54.34
2015-05-21,18,58.0
2015-05-21,19,54.69
2015-05-21,20,49.0
2015-05-21,21,45.04
2015-05-21,22,43.07
2015-05-21,23,37.87
2015-05-22,0,34.0
2015-05-22,1,34.0
2015-05-22,2,33.0
2015-05-22,3,35.0
2015-05-22,4,42.77
2015-05-22,5,52.0
2015-05-22,6,56.98
2015-05-22,7,59.77
2015-05-22,8,57.99
2015-05-22,9,58.28
2015-05-22,10,49.01
2015-05-22,11,49.09
2015-05-22,12,53.96
2015-05-22,13,58.96
2015-05-22,14,56.85
2015-05-22,15,51.35
2015-05-22,16,49.89
2015-05-22,17,49.34
2015-05-22,18,51.04
2015-05-22,19,49.07
2015-05-22,20,43.79
2015-05-22,21,37.73
2015-05-22,22,37.5
2015-05-22,23,32.0
2015-05-23,0,24.97
2015-05-23,1,24.18
2015-05-23,2,20.53
2015-05-23,3,20.22
2015-05-23,4,20.21
2015-05-23,5,34.5
2015-05-23,6,41.46
2015-05-23,7,44.5
2015-05-23,8,50.61
2015-05-23,9,48.92
2015-05-23,10,44.29
2015-05-23,11,41.61
2015-05-23,12,41.75
2015-05-23,13,41.48
2015-05-23,14,41.61
2015-05-23,15,39.89
2015-05-23,16,39.95
2015-05-23,17,42.0
2015-05-23,18,44.73
2015-05-23,19,44.48
2015-05-23,20,42.78
2015-05-23,21,41.34
2015-05-23,22,42.24
2015-05-23,23,40.0
2015-05-24,0,34.5
2015-05-24,1,34.5
2015-05-24,2,34.5
2015-05-24,3,39.97
2015-05-24,4,38.67
2015-05-24,5,40.0
2015-05-24,6,40.01
2015-05-24,7,41.48
2015-05-24,8,41.61
2015-05-24,9,41.44
2015-05-24,10,38.55
2015-05-24,11,29.95
2015-05-24,12,27.87
2015-05-24,13,32.0
2015-05-24,14,34.5
2015-05-24,15,40.0
2015-05-24,16,43.5
2015-05-24,17,48.75
2015-05-24,18,53.13
2015-05-24,19,54.57
2015-05-24,20,50.11
2015-05-24,21,44.7
2015-05-24,22,42.49
2015-05-24,23,41.0
2015-05-25,0,40.0
2015-05-25,1,38.96
2015-05-25,2,38.96
2015-05-25,3,35.0
2015-05-25,4,41.0
2015-05-25,5,45.74
2015-05-25,6,52.0
2015-05-25,7,49.93
2015-05-25,8,46.64
2015-05-25,9,44.98
2015-05-25,10,40.12
2015-05-25,11,40.0
2015-05-25,12,43.22
2015-05-25,13,46.98
2015-05-25,14,49.05
2015-05-25,15,50.03
2015-05-25,16,52.99
2015-05-25,17,52.93
2015-05-25,18,55.01
2015-05-25,19,57.7
2015-05-25,20,49.98
2015-05-25,21,46.1
2015-05-25,22,47.1
2015-05-25,23,42.48
2015-05-26,0,42.49
2015-05-26,1,41.37
2015-05-26,2,38.96
2015-05-26,3,42.48
2015-05-26,4,46.12
2015-05-26,5,48.43
2015-05-26,6,57.68
2015-05-26,7,54.55
2015-05-26,8,52.9
2015-05-26,9,53.99
2015-05-26,10,48.3
2015-05-26,11,45.43
2015-05-26,12,49.56
2015-05-26,13,53.48
2015-05-26,14,52.0
2015-05-26,15,50.31
2015-05-26,16,52.89
2015-05-26,17,52.6
2015-05-26,18,53.36
2015-05-26,19,54.57
2015-05-26,20,48.55
2015-05-26,21,44.56
2015-05-26,22,47.1
2015-05-26,23,41.98
2015-05-27,0,38.93
2015-05-27,1,38.7
2015-05-27,2,37.03
2015-05-27,3,38.0
2015-05-27,4,43.24
2015-05-27,5,48.6
2015-05-27,6,53.66
2015-05-27,7,52.76
2015-05-27,8,48.0
2015-05-27,9,49.25
2015-05-27,10,41.48
2015-05-27,11,42.11
2015-05-27,12,49.2
2015-05-27,13,48.5
2015-05-27,14,51.33
2015-05-27,15,46.9
2015-05-27,16,52.1
2015-05-27,17,52.6
2015-05-27,18,53.6
2015-05-27,19,52.6
2015-05-27,20,48.57
2015-05-27,21,43.9
2015-05-27,22,43.48
2015-05-27,23,39.95
2015-05-28,0,35.74
2015-05-28,1,38.0
2015-05-28,2,35.4
2015-05-28,3,37.47
2015-05-28,4,43.6
2015-05-28,5,52.0
2015-05-28,6,54.23
2015-05-28,7,55.5
2015-05-28,8,49.79
2015-05-28,9,49.98
2015-05-28,10,47.56
2015-05-28,11,47.52
2015-05-28,12,51.34
2015-05-28,13,54.44
2015-05-28,14,54.17
2015-05-28,15,49.14
2015-05-28,16,53.66
2015-05-28,17,53.93
2015-05-28,18,54.93
2015-05-28,19,54.54
2015-05-28,20,50.29
2015-05-28,21,46.1
2015-05-28,22,45.11
2015-05-28,23,41.72
2015-05-29,0,39.98
2015-05-29,1,40.12
2015-05-29,2,41.72
2015-05-29,3,41.44
2015-05-29,4,45.9
2015-05-29,5,50.4
2015-05-29,6,53.52
2015-05-29,7,53.0
2015-05-29,8,48.28
2015-05-29,9,46.5
2015-05-29,10,40.43
2015-05-29,11,41.99
2015-05-29,12,46.5
2015-05-29,13,49.39
2015-05-29,14,50.6
2015-05-29,15,50.27
2015-05-29,16,52.69
2015-05-29,17,54.44
2015-05-29,18,56.05
2015-05-29,19,57.3
2015-05-29,20,51.46
2015-05-29,21,47.43
2015-05-29,22,48.06
2015-05-29,23,43.63
2015-05-30,0,41.58
2015-05-30,1,41.5
2015-05-30,2,42.3
2015-05-30,3,38.65
2015-05-30,4,39.01
2015-05-30,5,42.02
2015-05-30,6,42.9
2015-05-30,7,48.3
2015-05-30,8,50.97
2015-05-30,9,49.9
2015-05-30,10,46.0
2015-05-30,11,42.72
2015-05-30,12,46.0
2015-05-30,13,49.4
2015-05-30,14,51.27
2015-05-30,15,43.3
2015-05-30,16,46.91
2015-05-30,17,47.46
2015-05-30,18,48.3
2015-05-30,19,54.0
2015-05-30,20,48.13
2015-05-30,21,43.96
2015-05-30,22,51.91
2015-05-30,23,44.46
2015-05-31,0,43.91
2015-05-31,1,43.91
2015-05-31,2,43.79
2015-05-31,3,43.91
2015-05-31,4,43.63
2015-05-31,5,42.3
2015-05-31,6,39.97
2015-05-31,7,37.75
2015-05-31,8,34.33
2015-05-31,9,31.97
2015-05-31,10,31.18
2015-05-31,11,23.13
2015-05-31,12,23.98
2015-05-31,13,25.99
2015-05-31,14,33.88
2015-05-31,15,39.58
2015-05-31,16,46.91
2015-05-31,17,51.81
2015-05-31,18,64.99
2015-05-31,19,75.0
2015-05-31,20,64.99
2015-05-31,21,53.51
2015-05-31,22,49.02
2015-05-31,23,44.52
2015-06-01,0,40.83
2015-06-01,1,40.83
2015-06-01,2,42.08
2015-06-01,3,46.0
2015-06-01,4,48.43
2015-06-01,5,49.0
2015-06-01,6,51.49
2015-06-01,7,50.43
2015-06-01,8,47.93
2015-06-01,9,46.68
2015-06-01,10,44.47
2015-06-01,11,41.33
2015-06-01,12,44.52
2015-06-01,13,48.0
2015-06-01,14,50.93
2015-06-01,15,49.52
2015-06-01,16,53.77
2015-06-01,17,54.28
2015-06-01,18,63.0
2015-06-01,19,70.3
2015-06-01,20,61.07
2015-06-01,21,50.09
2015-06-01,22,49.86
2015-06-01,23,44.26
2015-06-02,0,43.24
2015-06-02,1,43.24
2015-06-02,2,43.02
2015-06-02,3,43.72
2015-06-02,4,42.03
2015-06-02,5,43.02
2015-06-02,6,41.29
2015-06-02,7,39.03
2015-06-02,8,35.0
2015-06-02,9,32.72
2015-06-02,10,32.0
2015-06-02,11,23.25
2015-06-02,12,23.19
2015-06-02,13,28.32
2015-06-02,14,34.02
2015-06-02,15,40.0
2015-06-02,16,46.93
2015-06-02,17,52.6
2015-06-02,18,60.99
2015-06-02,19,74.99
2015-06-02,20,75.0
2015-06-02,21,55.0
2015-06-02,22,54.29
2015-06-02,23,49.02
2015-06-03,0,44.93
2015-06-03,1,44.43
2015-06-03,2,48.51
2015-06-03,3,45.19
2015-06-03,4,50.47
2015-06-03,5,54.5
2015-06-03,6,58.28
2015-06-03,7,55.0
2015-06-03,8,52.1
2015-06-03,9,48.75
2015-06-03,10,44.55
2015-06-03,11,43.52
2015-06-03,12,50.63
2015-06-03,13,53.25
2015-06-03,14,55.01
2015-06-03,15,53.8
2015-06-03,16,55.01
2015-06-03,17,55.0
2015-06-03,18,60.99
2015-06-03,19,65.99
2015-06-03,20,53.86
2015-06-03,21,51.14
2015-06-03,22,49.05
2015-06-03,23,45.43
2015-06-04,0,43.24
2015-06-04,1,41.44
2015-06-04,2,41.23
2015-06-04,3,43.58
2015-06-04,4,45.93
2015-06-04,5,52.33
2015-06-04,6,64.24
2015-06-04,7,65.55
2015-06-04,8,59.21
2015-06-04,9,60.0
2015-06-04,10,52.99
2015-06-04,11,46.79
2015-06-04,12,55.01
2015-06-04,13,59.12
2015-06-04,14,59.71
2015-06-04,15,57.0
2015-06-04,16,58.99
2015-06-04,17,61.81
2015-06-04,18,63.03
2015-06-04,19,75.99
2015-06-04,20,55.01
2015-06-04,21,54.0
2015-06-04,22,50.62
2015-06-04,23,44.52
2015-06-05,0,43.24
2015-06-05,1,42.08
2015-06-05,2,42.74
2015-06-05,3,42.58
2015-06-05,4,45.02
2015-06-05,5,50.0
2015-06-05,6,56.0
2015-06-05,7,57.2
2015-06-05,8,52.11
2015-06-05,9,54.0
2015-06-05,10,51.31
2015-06-05,11,50.05
2015-06-05,12,53.05
2015-06-05,13,54.93
2015-06-05,14,58.51
2015-06-05,15,55.12
2015-06-05,16,55.7
2015-06-05,17,57.2
2015-06-05,18,58.11
2015-06-05,19,68.63
2015-06-05,20,53.01
2015-06-05,21,50.91
2015-06-05,22,50.61
2015-06-05,23,43.53
2015-06-06,0,42.18
2015-06-06,1,41.8
2015-06-06,2,42.41
2015-06-06,3,41.4
2015-06-06,4,41.4
2015-06-06,5,41.63
2015-06-06,6,43.4
2015-06-06,7,50.16
2015-06-06,8,51.38
2015-06-06,9,50.6
2015-06-06,10,47.39
2015-06-06,11,41.4
2015-06-06,12,43.4
2015-06-06,13,45.19
2015-06-06,14,50.58
2015-06-06,15,48.66
2015-06-06,16,51.79
2015-06-06,17,53.93
2015-06-06,18,45.38
2015-06-06,19,48.82
2015-06-06,20,42.7
2015-06-06,21,41.1
2015-06-06,22,48.93
2015-06-06,23,43.18
2015-06-07,0,42.9
2015-06-07,1,39.88
2015-06-07,2,43.18
2015-06-07,3,45.53
2015-06-07,4,43.18
2015-06-07,5,43.18
2015-06-07,6,42.9
2015-06-07,7,42.9
2015-06-07,8,42.9
2015-06-07,9,42.9
2015-06-07,10,41.35
2015-06-07,11,33.09
2015-06-07,12,38.9
2015-06-07,13,41.1
2015-06-07,14,45.4
2015-06-07,15,45.9
2015-06-07,16,46.4
2015-06-07,17,51.01
2015-06-07,18,52.99
2015-06-07,19,66.0
2015-06-07,20,57.34
2015-06-07,21,50.84
2015-06-07,22,46.4
2015-06-07,23,41.83
2015-06-08,0,40.98
2015-06-08,1,38.47
2015-06-08,2,39.34
2015-06-08,3,40.02
2015-06-08,4,45.95
2015-06-08,5,51.74
2015-06-08,6,60.61
2015-06-08,7,57.34
2015-06-08,8,54.19
2015-06-08,9,54.46
2015-06-08,10,51.0
2015-06-08,11,50.65
2015-06-08,12,52.91
2015-06-08,13,58.41
2015-06-08,14,60.99
2015-06-08,15,57.0
2015-06-08,16,57.34
