Dates,Hour,priceahead
2015-02-18,19,60.99
2015-02-18,20,60.99
2015-02-18,21,59.0
2015-02-18,22,56.92
2015-02-18,23,54.3
2015-02-19,0,48.0
2015-02-19,1,45.5
2015-02-19,2,42.32
2015-02-19,3,42.32
2015-02-19,4,49.79
2015-02-19,5,57.55
2015-02-19,6,60.5
2015-02-19,7,64.01
2015-02-19,8,60.84
2015-02-19,9,57.28
2015-02-19,10,55.08
2015-02-19,11,48.46
2015-02-19,12,49.85
2015-02-19,13,52.9
2015-02-19,14,55.65
2015-02-19,15,62.0
2015-02-19,16,64.7
2015-02-19,17,73.24
2015-02-19,18,66.96
2015-02-19,19,60.99
2015-02-19,20,61.62
2015-02-19,21,59.05
2015-02-19,22,55.08
2015-02-19,23,52.23
2015-02-20,0,48.87
2015-02-20,1,44.0
2015-02-20,2,42.07
2015-02-20,3,42.13
2015-02-20,4,49.85
2015-02-20,5,56.93
2015-02-20,6,61.38
2015-02-20,7,66.65
2015-02-20,8,62.22
2015-02-20,9,58.6
2015-02-20,10,56.14
2015-02-20,11,50.59
2015-02-20,12,50.59
2015-02-20,13,51.76
2015-02-20,14,56.24
2015-02-20,15,61.65
2015-02-20,16,64.41
2015-02-20,17,73.34
2015-02-20,18,65.62
2015-02-20,19,60.86
2015-02-20,20,58.71
2015-02-20,21,55.63
2015-02-20,22,49.38
2015-02-20,23,48.86
2015-02-21,0,45.1
2015-02-21,1,41.5
2015-02-21,2,40.74
2015-02-21,3,40.21
2015-02-21,4,41.39
2015-02-21,5,48.06
2015-02-21,6,48.86
2015-02-21,7,51.67
2015-02-21,8,52.5
2015-02-21,9,53.31
2015-02-21,10,53.45
2015-02-21,11,48.86
2015-02-21,12,46.0
2015-02-21,13,41.94
2015-02-21,14,45.2
2015-02-21,15,47.8
2015-02-21,16,52.01
2015-02-21,17,62.49
2015-02-21,18,62.85
2015-02-21,19,54.03
2015-02-21,20,48.86
2015-02-21,21,46.9
2015-02-21,22,46.42
2015-02-21,23,54.55
2015-02-22,0,45.28
2015-02-22,1,41.18
2015-02-22,2,41.0
2015-02-22,3,41.0
2015-02-22,4,42.69
2015-02-22,5,45.0
2015-02-22,6,48.0
2015-02-22,7,41.5
2015-02-22,8,53.56
2015-02-22,9,64.11
2015-02-22,10,62.85
2015-02-22,11,55.77
2015-02-22,12,52.33
2015-02-22,13,52.35
2015-02-22,14,53.98
2015-02-22,15,54.71
2015-02-22,16,57.49
2015-02-22,17,62.59
2015-02-22,18,65.0
2015-02-22,19,61.25
2015-02-22,20,57.0
2015-02-22,21,55.33
2015-02-22,22,50.97
2015-02-22,23,41.3
2015-02-23,0,39.18
2015-02-23,1,38.18
2015-02-23,2,36.39
2015-02-23,3,36.39
2015-02-23,4,41.23
2015-02-23,5,53.07
2015-02-23,6,56.35
2015-02-23,7,62.75
2015-02-23,8,56.59
2015-02-23,9,54.86
2015-02-23,10,53.79
2015-02-23,11,51.99
2015-02-23,12,51.92
2015-02-23,13,52.0
2015-02-23,14,54.14
2015-02-23,15,56.99
2015-02-23,16,61.24
2015-02-23,17,64.11
2015-02-23,18,62.76
2015-02-23,19,59.37
2015-02-23,20,59.35
2015-02-23,21,55.01
2015-02-23,22,53.98
2015-02-23,23,44.1
2015-02-24,0,40.95
2015-02-24,1,38.43
2015-02-24,2,36.28
2015-02-24,3,35.4
2015-02-24,4,39.66
2015-02-24,5,54.48
2015-02-24,6,58.65
2015-02-24,7,63.15
2015-02-24,8,59.4
2015-02-24,9,57.24
2015-02-24,10,58.12
2015-02-24,11,54.48
2015-02-24,12,53.98
2015-02-24,13,53.23
2015-02-24,14,54.36
2015-02-24,15,57.8
2015-02-24,16,59.97
2015-02-24,17,66.97
2015-02-24,18,62.85
2015-02-24,19,58.67
2015-02-24,20,55.8
2015-02-24,21,53.28
2015-02-24,22,50.08
2015-02-24,23,45.93
2015-02-25,0,39.92
2015-02-25,1,39.5
2015-02-25,2,36.28
2015-02-25,3,35.54
2015-02-25,4,39.95
2015-02-25,5,49.5
2015-02-25,6,56.99
2015-02-25,7,63.0
2015-02-25,8,59.34
2015-02-25,9,56.99
2015-02-25,10,55.56
2015-02-25,11,53.55
2015-02-25,12,53.18
2015-02-25,13,56.0
2015-02-25,14,57.62
2015-02-25,15,59.68
2015-02-25,16,60.08
2015-02-25,17,69.0
2015-02-25,18,64.0
2015-02-25,19,58.67
2015-02-25,20,56.99
2015-02-25,21,54.23
2015-02-25,22,50.43
2015-02-25,23,49.9
2015-02-26,0,42.92
2015-02-26,1,41.96
2015-02-26,2,40.21
2015-02-26,3,39.59
2015-02-26,4,41.22
2015-02-26,5,55.93
2015-02-26,6,57.85
2015-02-26,7,65.97
2015-02-26,8,60.08
2015-02-26,9,56.0
2015-02-26,10,55.4
2015-02-26,11,53.0
2015-02-26,12,53.2
2015-02-26,13,53.5
2015-02-26,14,57.85
2015-02-26,15,59.45
2015-02-26,16,64.17
2015-02-26,17,70.3
2015-02-26,18,64.11
2015-02-26,19,59.35
2015-02-26,20,56.99
2015-02-26,21,53.41
2015-02-26,22,52.6
2015-02-26,23,51.87
2015-02-27,0,47.77
2015-02-27,1,43.21
2015-02-27,2,42.95
2015-02-27,3,41.0
2015-02-27,4,43.74
2015-02-27,5,58.11
2015-02-27,6,59.87
2015-02-27,7,72.99
2015-02-27,8,66.77
2015-02-27,9,61.6
2015-02-27,10,59.15
2015-02-27,11,55.01
2015-02-27,12,55.5
2015-02-27,13,56.05
2015-02-27,14,59.45
2015-02-27,15,61.77
2015-02-27,16,66.42
2015-02-27,17,75.8
2015-02-27,18,70.52
2015-02-27,19,60.72
2015-02-27,20,58.98
2015-02-27,21,57.0
2015-02-27,22,54.08
2015-02-27,23,54.1
2015-02-28,0,50.95
2015-02-28,1,48.78
2015-02-28,2,43.4
2015-02-28,3,41.69
2015-02-28,4,42.52
2015-02-28,5,47.04
2015-02-28,6,51.8
2015-02-28,7,51.83
2015-02-28,8,53.48
2015-02-28,9,51.8
2015-02-28,10,48.78
2015-02-28,11,44.73
2015-02-28,12,43.49
2015-02-28,13,41.86
2015-02-28,14,44.63
2015-02-28,15,49.61
2015-02-28,16,55.34
2015-02-28,17,68.55
2015-02-28,18,69.52
2015-02-28,19,60.0
2015-02-28,20,55.02
2015-02-28,21,52.54
2015-02-28,22,50.1
2015-02-28,23,45.95
2015-03-01,0,43.0
2015-03-01,1,38.42
2015-03-01,2,33.62
2015-03-01,3,34.53
2015-03-01,4,45.53
2015-03-01,5,48.5
2015-03-01,6,45.64
2015-03-01,7,43.92
2015-03-01,8,49.19
2015-03-01,9,53.98
2015-03-01,10,51.18
2015-03-01,11,48.0
2015-03-01,12,42.83
2015-03-01,13,43.07
2015-03-01,14,45.64
2015-03-01,15,51.07
2015-03-01,16,50.0
2015-03-01,17,60.99
2015-03-01,18,61.93
2015-03-01,19,55.53
2015-03-01,20,50.0
2015-03-01,21,46.17
2015-03-01,22,39.04
2015-03-01,23,25.0
2015-03-02,0,20.36
2015-03-02,1,16.62
2015-03-02,2,13.0
2015-03-02,3,12.0
2015-03-02,4,21.08
2015-03-02,5,46.13
2015-03-02,6,53.98
2015-03-02,7,61.0
2015-03-02,8,61.32
2015-03-02,9,55.55
2015-03-02,10,55.85
2015-03-02,11,53.0
2015-03-02,12,53.0
2015-03-02,13,53.96
2015-03-02,14,55.82
2015-03-02,15,56.47
2015-03-02,16,55.92
2015-03-02,17,68.99
2015-03-02,18,70.16
2015-03-02,19,61.56
2015-03-02,20,55.48
2015-03-02,21,54.92
2015-03-02,22,50.94
2015-03-02,23,51.79
2015-03-03,0,49.34
2015-03-03,1,46.16
2015-03-03,2,43.23
2015-03-03,3,42.02
2015-03-03,4,45.53
2015-03-03,5,55.48
2015-03-03,6,59.71
2015-03-03,7,68.34
2015-03-03,8,66.96
2015-03-03,9,58.14
2015-03-03,10,57.85
2015-03-03,11,53.98
2015-03-03,12,53.31
2015-03-03,13,55.82
2015-03-03,14,57.42
2015-03-03,15,61.81
2015-03-03,16,65.12
2015-03-03,17,79.7
2015-03-03,18,75.26
2015-03-03,19,63.84
2015-03-03,20,58.13
2015-03-03,21,57.5
2015-03-03,22,57.85
2015-03-03,23,45.0
2015-03-04,0,45.0
2015-03-04,1,44.64
2015-03-04,2,42.89
2015-03-04,3,41.05
2015-03-04,4,43.53
2015-03-04,5,50.7
2015-03-04,6,53.73
2015-03-04,7,62.87
2015-03-04,8,62.53
2015-03-04,9,54.9
2015-03-04,10,54.03
2015-03-04,11,52.1
2015-03-04,12,53.1
2015-03-04,13,53.98
2015-03-04,14,54.35
2015-03-04,15,55.63
2015-03-04,16,55.73
2015-03-04,17,69.16
2015-03-04,18,67.73
2015-03-04,19,57.46
2015-03-04,20,53.01
2015-03-04,21,49.91
2015-03-04,22,47.45
2015-03-04,23,45.0
2015-03-05,0,42.0
2015-03-05,1,41.05
2015-03-05,2,40.95
2015-03-05,3,41.0
2015-03-05,4,43.15
2015-03-05,5,51.69
2015-03-05,6,56.54
2015-03-05,7,64.98
2015-03-05,8,65.84
2015-03-05,9,57.85
2015-03-05,10,55.02
2015-03-05,11,52.21
2015-03-05,12,52.35
2015-03-05,13,53.33
2015-03-05,14,53.33
2015-03-05,15,54.0
2015-03-05,16,54.0
2015-03-05,17,67.5
2015-03-05,18,68.5
2015-03-05,19,56.06
2015-03-05,20,53.33
2015-03-05,21,49.98
2015-03-05,22,47.3
2015-03-05,23,44.28
2015-03-06,0,41.0
2015-03-06,1,41.65
2015-03-06,2,40.36
2015-03-06,3,40.26
2015-03-06,4,43.8
2015-03-06,5,52.01
2015-03-06,6,59.34
2015-03-06,7,67.04
2015-03-06,8,66.3
2015-03-06,9,57.0
2015-03-06,10,52.97
2015-03-06,11,50.48
2015-03-06,12,50.48
2015-03-06,13,50.0
2015-03-06,14,52.31
2015-03-06,15,51.76
2015-03-06,16,52.53
2015-03-06,17,59.99
2015-03-06,18,63.99
2015-03-06,19,54.11
2015-03-06,20,50.73
2015-03-06,21,49.58
2015-03-06,22,47.61
2015-03-06,23,47.1
2015-03-07,0,43.76
2015-03-07,1,41.36
2015-03-07,2,37.06
2015-03-07,3,34.26
2015-03-07,4,33.39
2015-03-07,5,39.5
2015-03-07,6,44.88
2015-03-07,7,47.35
2015-03-07,8,51.84
2015-03-07,9,56.43
2015-03-07,10,52.05
2015-03-07,11,40.32
2015-03-07,12,34.96
2015-03-07,13,41.38
2015-03-07,14,47.07
2015-03-07,15,48.35
2015-03-07,16,49.35
2015-03-07,17,60.34
2015-03-07,18,65.99
2015-03-07,19,54.36
2015-03-07,20,49.71
2015-03-07,21,48.62
2015-03-07,22,47.4
2015-03-07,23,43.35
2015-03-08,0,41.0
2015-03-08,1,35.0
2015-03-08,2,32.81
2015-03-08,3,32.81
2015-03-08,4,41.01
2015-03-08,5,42.35
2015-03-08,6,45.0
2015-03-08,7,58.14
2015-03-08,8,66.43
2015-03-08,9,80.0
2015-03-08,10,77.2
2015-03-08,11,65.99
2015-03-08,12,57.85
2015-03-08,13,49.97
2015-03-08,14,53.46
2015-03-08,15,57.85
2015-03-08,16,54.79
2015-03-08,17,68.58
2015-03-08,18,70.96
2015-03-08,19,63.6
2015-03-08,20,54.17
2015-03-08,21,49.45
2015-03-08,22,47.97
2015-03-08,23,42.0
2015-03-09,0,41.0
2015-03-09,1,40.35
2015-03-09,2,36.88
2015-03-09,3,36.99
2015-03-09,4,39.13
2015-03-09,5,44.93
2015-03-09,6,53.01
2015-03-09,7,59.11
2015-03-09,8,55.3
2015-03-09,9,51.41
2015-03-09,10,50.0
2015-03-09,11,45.01
2015-03-09,12,44.63
2015-03-09,13,45.95
2015-03-09,14,50.0
2015-03-09,15,52.46
2015-03-09,16,54.92
2015-03-09,17,64.11
2015-03-09,18,69.0
2015-03-09,19,57.97
2015-03-09,20,52.43
2015-03-09,21,51.5
2015-03-09,22,49.0
2015-03-09,23,44.99
2015-03-10,0,44.93
2015-03-10,1,43.27
2015-03-10,2,44.93
2015-03-10,3,44.62
2015-03-10,4,45.31
2015-03-10,5,55.15
2015-03-10,6,54.45
2015-03-10,7,59.54
2015-03-10,8,53.98
2015-03-10,9,51.43
2015-03-10,10,50.03
2015-03-10,11,47.0
2015-03-10,12,45.35
2015-03-10,13,48.0
2015-03-10,14,50.0
2015-03-10,15,55.0
2015-03-10,16,58.19
2015-03-10,17,69.99
2015-03-10,18,72.01
2015-03-10,19,64.99
2015-03-10,20,57.96
2015-03-10,21,54.0
2015-03-10,22,51.45
2015-03-10,23,49.66
2015-03-11,0,43.35
2015-03-11,1,41.0
2015-03-11,2,39.85
2015-03-11,3,39.85
2015-03-11,4,44.93
2015-03-11,5,53.75
2015-03-11,6,55.05
2015-03-11,7,63.99
2015-03-11,8,58.1
2015-03-11,9,53.16
2015-03-11,10,51.32
2015-03-11,11,48.18
2015-03-11,12,46.07
2015-03-11,13,50.62
2015-03-11,14,51.68
2015-03-11,15,56.0
2015-03-11,16,57.88
2015-03-11,17,68.44
2015-03-11,18,71.57
2015-03-11,19,64.3
2015-03-11,20,57.4
2015-03-11,21,51.6
2015-03-11,22,48.69
2015-03-11,23,43.08
2015-03-12,0,40.04
2015-03-12,1,36.88
2015-03-12,2,34.48
2015-03-12,3,33.23
2015-03-12,4,40.65
2015-03-12,5,52.63
2015-03-12,6,60.99
2015-03-12,7,72.8
2015-03-12,8,62.54
2015-03-12,9,58.52
2015-03-12,10,54.99
2015-03-12,11,46.96
2015-03-12,12,48.36
2015-03-12,13,51.01
2015-03-12,14,54.0
2015-03-12,15,58.83
2015-03-12,16,57.03
2015-03-12,17,66.99
2015-03-12,18,69.99
2015-03-12,19,55.44
2015-03-12,20,48.8
2015-03-12,21,45.0
2015-03-12,22,43.0
2015-03-12,23,41.0
2015-03-13,0,37.54
2015-03-13,1,38.0
2015-03-13,2,31.04
2015-03-13,3,30.3
2015-03-13,4,42.37
2015-03-13,5,52.6
2015-03-13,6,58.0
2015-03-13,7,65.99
2015-03-13,8,56.15
2015-03-13,9,52.14
2015-03-13,10,50.01
2015-03-13,11,45.0
2015-03-13,12,43.28
2015-03-13,13,45.63
2015-03-13,14,50.57
2015-03-13,15,54.8
2015-03-13,16,53.5
2015-03-13,17,64.99
2015-03-13,18,68.93
2015-03-13,19,60.0
2015-03-13,20,56.12
2015-03-13,21,51.2
2015-03-13,22,48.37
2015-03-13,23,52.59
2015-03-14,0,46.3
2015-03-14,1,45.59
2015-03-14,2,44.0
2015-03-14,3,43.59
2015-03-14,4,46.3
2015-03-14,5,48.88
2015-03-14,6,51.21
2015-03-14,7,53.71
2015-03-14,8,51.8
2015-03-14,9,50.94
2015-03-14,10,48.3
2015-03-14,11,46.67
2015-03-14,12,44.59
2015-03-14,13,46.04
2015-03-14,14,49.67
2015-03-14,15,51.79
2015-03-14,16,53.46
2015-03-14,17,65.99
2015-03-14,18,71.0
2015-03-14,19,60.0
2015-03-14,20,52.97
2015-03-14,21,51.81
2015-03-14,22,49.75
2015-03-14,23,50.01
2015-03-15,0,45.59
2015-03-15,1,42.15
2015-03-15,2,42.57
2015-03-15,3,41.0
2015-03-15,4,45.9
2015-03-15,5,45.9
2015-03-15,6,47.4
2015-03-15,7,46.03
2015-03-15,8,50.71
2015-03-15,9,58.5
2015-03-15,10,58.3
2015-03-15,11,57.78
2015-03-15,12,55.0
2015-03-15,13,56.97
2015-03-15,14,57.24
2015-03-15,15,58.3
2015-03-15,16,53.55
2015-03-15,17,64.99
2015-03-15,18,72.99
2015-03-15,19,58.65
2015-03-15,20,52.83
2015-03-15,21,52.0
2015-03-15,22,49.8
2015-03-15,23,48.9
2015-03-16,0,43.88
2015-03-16,1,41.35
2015-03-16,2,40.07
2015-03-16,3,41.0
2015-03-16,4,44.3
2015-03-16,5,50.0
2015-03-16,6,58.81
2015-03-16,7,66.98
2015-03-16,8,67.0
2015-03-16,9,63.0
2015-03-16,10,68.61
2015-03-16,11,59.89
2015-03-16,12,57.35
2015-03-16,13,64.21
2015-03-16,14,65.99
2015-03-16,15,60.99
2015-03-16,16,56.01
2015-03-16,17,65.67
2015-03-16,18,72.0
2015-03-16,19,61.9
2015-03-16,20,53.96
2015-03-16,21,53.63
2015-03-16,22,51.0
2015-03-16,23,48.31
2015-03-17,0,45.0
2015-03-17,1,43.1
2015-03-17,2,41.5
2015-03-17,3,41.1
2015-03-17,4,45.59
2015-03-17,5,52.43
2015-03-17,6,57.47
2015-03-17,7,66.67
2015-03-17,8,60.99
2015-03-17,9,59.42
2015-03-17,10,58.79
2015-03-17,11,52.7
2015-03-17,12,53.05
2015-03-17,13,55.97
2015-03-17,14,56.01
2015-03-17,15,55.68
2015-03-17,16,56.01
2015-03-17,17,64.9
2015-03-17,18,68.66
2015-03-17,19,55.18
2015-03-17,20,54.0
2015-03-17,21,51.8
2015-03-17,22,49.0
2015-03-17,23,45.9
2015-03-18,0,40.35
2015-03-18,1,41.0
2015-03-18,2,40.0
2015-03-18,3,37.0
2015-03-18,4,42.99
2015-03-18,5,53.1
2015-03-18,6,60.0
2015-03-18,7,60.0
2015-03-18,8,54.66
2015-03-18,9,54.23
2015-03-18,10,51.02
2015-03-18,11,46.67
2015-03-18,12,48.14
2015-03-18,13,52.36
2015-03-18,14,53.73
2015-03-18,15,54.95
2015-03-18,16,58.74
2015-03-18,17,63.53
2015-03-18,18,65.99
2015-03-18,19,58.28
2015-03-18,20,56.15
2015-03-18,21,53.77
2015-03-18,22,49.0
2015-03-18,23,44.3
2015-03-19,0,42.57
2015-03-19,1,40.15
2015-03-19,2,36.88
2015-03-19,3,36.8
2015-03-19,4,42.46
2015-03-19,5,48.6
2015-03-19,6,53.72
2015-03-19,7,57.85
2015-03-19,8,53.68
2015-03-19,9,52.0
2015-03-19,10,50.8
2015-03-19,11,45.04
2015-03-19,12,43.0
2015-03-19,13,47.25
2015-03-19,14,51.3
2015-03-19,15,52.25
2015-03-19,16,54.0
2015-03-19,17,59.03
2015-03-19,18,65.67
2015-03-19,19,54.0
2015-03-19,20,52.38
2015-03-19,21,49.37
2015-03-19,22,45.27
2015-03-19,23,44.3
2015-03-20,0,42.46
2015-03-20,1,45.59
2015-03-20,2,45.9
2015-03-20,3,51.65
2015-03-20,4,64.35
2015-03-20,5,70.07
2015-03-20,6,72.65
2015-03-20,7,98.99
2015-03-20,8,95.0
2015-03-20,9,110.74
2015-03-20,10,88.55
2015-03-20,11,66.22
2015-03-20,12,63.0
2015-03-20,13,65.99
2015-03-20,14,67.0
2015-03-20,15,80.0
2015-03-20,16,64.82
2015-03-20,17,69.99
2015-03-20,18,69.99
2015-03-20,19,58.47
2015-03-20,20,53.68
2015-03-20,21,53.42
2015-03-20,22,48.23
2015-03-20,23,49.0
2015-03-21,0,43.91
2015-03-21,1,41.5
2015-03-21,2,38.34
2015-03-21,3,37.39
2015-03-21,4,39.34
2015-03-21,5,42.73
2015-03-21,6,45.31
2015-03-21,7,50.93
2015-03-21,8,52.5
2015-03-21,9,59.39
2015-03-21,10,54.39
2015-03-21,11,52.45
2015-03-21,12,49.86
2015-03-21,13,51.29
2015-03-21,14,52.8
2015-03-21,15,53.81
2015-03-21,16,49.22
2015-03-21,17,54.9
2015-03-21,18,67.15
2015-03-21,19,54.13
2015-03-21,20,49.97
2015-03-21,21,47.5
2015-03-21,22,45.49
2015-03-21,23,45.41
2015-03-22,0,42.35
2015-03-22,1,39.34
2015-03-22,2,37.39
2015-03-22,3,31.0
2015-03-22,4,37.53
2015-03-22,5,39.31
2015-03-22,6,42.4
2015-03-22,7,51.38
2015-03-22,8,55.48
2015-03-22,9,67.0
2015-03-22,10,67.0
2015-03-22,11,63.3
2015-03-22,12,54.18
2015-03-22,13,56.12
2015-03-22,14,57.46
2015-03-22,15,57.47
2015-03-22,16,50.37
2015-03-22,17,56.31
2015-03-22,18,65.99
2015-03-22,19,53.96
2015-03-22,20,49.77
2015-03-22,21,48.97
2015-03-22,22,48.09
2015-03-22,23,50.77
2015-03-23,0,47.75
2015-03-23,1,45.03
2015-03-23,2,42.06
2015-03-23,3,41.78
2015-03-23,4,45.83
2015-03-23,5,52.0
2015-03-23,6,57.85
2015-03-23,7,59.79
2015-03-23,8,60.57
2015-03-23,9,57.34
2015-03-23,10,53.88
2015-03-23,11,51.99
2015-03-23,12,52.73
2015-03-23,13,53.49
2015-03-23,14,54.0
2015-03-23,15,52.77
2015-03-23,16,54.16
2015-03-23,17,65.99
2015-03-23,18,75.61
2015-03-23,19,61.01
2015-03-23,20,53.76
2015-03-23,21,54.07
2015-03-23,22,51.04
2015-03-23,23,50.19
2015-03-24,0,48.11
2015-03-24,1,46.85
2015-03-24,2,44.94
2015-03-24,3,44.68
2015-03-24,4,46.31
2015-03-24,5,54.57
2015-03-24,6,58.97
2015-03-24,7,64.0
2015-03-24,8,60.99
2015-03-24,9,59.01
2015-03-24,10,60.99
2015-03-24,11,56.55
2015-03-24,12,56.1
2015-03-24,13,57.6
2015-03-24,14,55.99
2015-03-24,15,58.83
2015-03-24,16,58.05
2015-03-24,17,66.99
2015-03-24,18,98.05
2015-03-24,19,62.96
2015-03-24,20,55.64
2015-03-24,21,55.57
2015-03-24,22,50.47
2015-03-24,23,44.65
2015-03-25,0,41.96
2015-03-25,1,40.06
2015-03-25,2,34.8
2015-03-25,3,38.53
2015-03-25,4,42.63
2015-03-25,5,50.72
2015-03-25,6,64.09
2015-03-25,7,80.52
2015-03-25,8,80.0
2015-03-25,9,80.0
2015-03-25,10,78.64
2015-03-25,11,65.01
2015-03-25,12,64.75
2015-03-25,13,74.99
2015-03-25,14,74.99
2015-03-25,15,73.19
2015-03-25,16,58.83
2015-03-25,17,64.0
2015-03-25,18,79.79
2015-03-25,19,62.21
2015-03-25,20,56.56
2015-03-25,21,55.93
2015-03-25,22,51.0
2015-03-25,23,45.03
2015-03-26,0,43.22
2015-03-26,1,42.55
2015-03-26,2,40.27
2015-03-26,3,39.73
2015-03-26,4,43.22
2015-03-26,5,49.58
2015-03-26,6,60.99
2015-03-26,7,65.54
2015-03-26,8,67.98
2015-03-26,9,66.67
2015-03-26,10,62.8
2015-03-26,11,52.3
2015-03-26,12,51.59
2015-03-26,13,53.98
2015-03-26,14,57.56
2015-03-26,15,57.34
2015-03-26,16,55.89
2015-03-26,17,62.0
2015-03-26,18,79.0
2015-03-26,19,60.06
2015-03-26,20,53.01
2015-03-26,21,51.19
2015-03-26,22,49.1
2015-03-26,23,46.08
2015-03-27,0,44.21
2015-03-27,1,43.03
2015-03-27,2,40.34
2015-03-27,3,38.53
2015-03-27,4,40.35
2015-03-27,5,48.98
2015-03-27,6,59.47
2015-03-27,7,60.0
2015-03-27,8,60.0
2015-03-27,9,54.8
2015-03-27,10,53.98
2015-03-27,11,50.48
2015-03-27,12,49.66
2015-03-27,13,50.9
2015-03-27,14,51.81
2015-03-27,15,52.53
2015-03-27,16,53.29
2015-03-27,17,57.7
2015-03-27,18,65.99
2015-03-27,19,57.55
2015-03-27,20,52.28
2015-03-27,21,50.5
2015-03-27,22,48.41
2015-03-27,23,49.59
2015-03-28,0,43.41
2015-03-28,1,39.5
2015-03-28,2,36.44
2015-03-28,3,34.07
2015-03-28,4,33.01
2015-03-28,5,32.31
2015-03-28,6,40.0
2015-03-28,7,46.94
2015-03-28,8,57.64
2015-03-28,9,59.98
2015-03-28,10,52.47
2015-03-28,11,44.48
2015-03-28,12,41.44
2015-03-28,13,42.17
2015-03-28,14,49.92
2015-03-28,15,56.59
2015-03-28,16,49.48
2015-03-28,17,53.4
2015-03-28,18,63.44
2015-03-28,19,52.1
2015-03-28,20,43.22
2015-03-28,21,40.0
2015-03-28,22,37.69
2015-03-28,23,43.41
2015-03-29,0,30.17
2015-03-29,1,21.94
2015-03-29,4,39.69
2015-03-29,5,41.0
2015-03-29,6,34.98
2015-03-29,7,35.49
2015-03-29,8,49.39
2015-03-29,9,45.88
2015-03-29,10,42.17
2015-03-29,11,40.21
2015-03-29,12,41.0
2015-03-29,13,42.17
2015-03-29,14,45.17
2015-03-29,15,42.5
2015-03-29,16,52.03
2015-03-29,17,59.59
2015-03-29,18,56.54
2015-03-29,19,49.23
2015-03-29,20,45.06
2015-03-29,21,37.69
2015-03-29,22,38.87
2015-03-29,23,20.0
2015-03-30,0,11.86
2015-03-30,1,10.0
2015-03-30,2,11.0
2015-03-30,3,12.44
2015-03-30,4,38.57
2015-03-30,5,53.54
2015-03-30,6,57.73
2015-03-30,7,55.77
2015-03-30,8,54.03
2015-03-30,9,53.01
2015-03-30,10,49.95
2015-03-30,11,49.26
2015-03-30,12,49.98
2015-03-30,13,51.13
2015-03-30,14,52.15
2015-03-30,15,51.73
2015-03-30,16,55.02
2015-03-30,17,68.23
2015-03-30,18,60.0
2015-03-30,19,54.06
2015-03-30,20,51.51
2015-03-30,21,46.01
2015-03-30,22,40.69
2015-03-30,23,27.33
2015-03-31,0,25.01
2015-03-31,1,25.01
2015-03-31,2,29.24
2015-03-31,3,38.57
2015-03-31,4,45.75
2015-03-31,5,55.23
2015-03-31,6,60.01
2015-03-31,7,56.97
2015-03-31,8,53.98
2015-03-31,9,52.15
2015-03-31,10,46.03
2015-03-31,11,44.97
2015-03-31,12,47.51
2015-03-31,13,50.74
2015-03-31,14,52.03
2015-03-31,15,48.61
2015-03-31,16,50.67
2015-03-31,17,64.99
2015-03-31,18,54.25
2015-03-31,19,49.01
2015-03-31,20,47.02
2015-03-31,21,41.5
2015-03-31,22,37.34
2015-03-31,23,29.7
2015-04-01,0,25.01
2015-04-01,1,21.9
2015-04-01,2,25.01
2015-04-01,3,37.34
2015-04-01,4,49.61
2015-04-01,5,57.79
2015-04-01,6,63.31
2015-04-01,7,60.5
2015-04-01,8,57.22
2015-04-01,9,51.79
2015-04-01,10,47.1
2015-04-01,11,44.94
2015-04-01,12,46.22
2015-04-01,13,44.01
2015-04-01,14,48.55
2015-04-01,15,45.73
2015-04-01,16,47.46
2015-04-01,17,57.0
2015-04-01,18,57.85
2015-04-01,19,53.03
2015-04-01,20,53.98
2015-04-01,21,49.72
2015-04-01,22,48.38
2015-04-01,23,41.87
2015-04-02,0,37.64
2015-04-02,1,33.02
2015-04-02,2,37.34
2015-04-02,3,41.73
2015-04-02,4,52.0
2015-04-02,5,58.2
2015-04-02,6,63.99
2015-04-02,7,60.99
2015-04-02,8,57.35
2015-04-02,9,53.55
2015-04-02,10,49.01
2015-04-02,11,48.5
2015-04-02,12,49.64
2015-04-02,13,50.0
2015-04-02,14,50.04
2015-04-02,15,50.68
2015-04-02,16,52.25
2015-04-02,17,60.99
2015-04-02,18,63.92
2015-04-02,19,55.69
2015-04-02,20,54.22
2015-04-02,21,51.02
2015-04-02,22,43.69
2015-04-02,23,41.73
2015-04-03,0,36.82
2015-04-03,1,31.51
2015-04-03,2,32.87
2015-04-03,3,38.31
2015-04-03,4,52.25
2015-04-03,5,56.55
2015-04-03,6,60.99
2015-04-03,7,60.99
2015-04-03,8,54.47
2015-04-03,9,51.0
2015-04-03,10,45.51
2015-04-03,11,43.63
2015-04-03,12,43.01
2015-04-03,13,38.23
2015-04-03,14,38.95
2015-04-03,15,42.53
2015-04-03,16,47.46
2015-04-03,17,53.76
2015-04-03,18,56.94
2015-04-03,19,53.64
2015-04-03,20,54.53
2015-04-03,21,52.82
2015-04-03,22,56.5
2015-04-03,23,53.98
2015-04-04,0,50.82
2015-04-04,1,50.7
2015-04-04,2,51.23
2015-04-04,3,51.23
2015-04-04,4,52.01
2015-04-04,5,52.71
2015-04-04,6,53.0
2015-04-04,7,57.37
2015-04-04,8,59.57
2015-04-04,9,53.89
2015-04-04,10,51.18
2015-04-04,11,47.51
2015-04-04,12,47.51
2015-04-04,13,50.07
2015-04-04,14,51.12
2015-04-04,15,50.9
